chrom	chromStart	chromEnd	beta
chr9	15984584	15986577	0.74
chr9	95205503	95206006	0.62
chr1	85037523	85039472	0.22
chr5	53483254	53483518	0.34
chr6	53800662	53802460	0.35
chr16	73071440	73071711	0.04
chr2	55805346	55807198	0.22
chr3	155334189	155335736	0.06
chr4	45775661	45776442	0.9
chr17	68798507	68800368	0.1
chr6	132223986	132225852	0.16
chr16	49701219	49703044	0.88
chr5	32681202	32682818	0.08
chr12	99548838	99550549	0.11
chr22	34980213	34981910	0.12
chr2	55849812	55851645	0.05
chr4	156598689	156600568	0.0
chr12	46917344	46918880	0.07
chr5	84641074	84642562	0.74
chr3	155125003	155125068	0.16
chr5	53328701	53330580	0.0
chr20	23153397	23154710	0.08
chr2	220854278	220856246	0.14
chr12	105621574	105623522	0.06
chr8	106116334	106117780	0.12
chr3	187803263	187804658	0.16
chr12	111753273	111753563	0.07
chr11	27917428	27918953	0.0
chr4	6278838	6278998	0.1
chr2	89621154	89621557	1.0
chr20	25280340	25280435	0.25
chr7	22593651	22595589	0.13
chr7	143735233	143736847	0.16
chr17	891019	892931	0.07
chr2	33266502	33267063	0.26
chr6	139281738	139283572	0.41
chr3	191252611	191254447	0.34
chr17	68408694	68409443	0.32
chr12	101887063	101888431	0.39
chr6	140673063	140675060	0.14
chr2	199256874	199258777	0.2
chr10	90348471	90350136	0.14
chr18	2296675	2298503	0.1
chr4	144558836	144560820	0.04
chr3	61454068	61454571	0.19
chr4	184644544	184644689	0.21
chr12	77627224	77628880	0.22
chr6	130717922	130719574	0.29
chrX	2703418	2705228	0.6
chr5	84040862	84042765	0.94
chr3	16465818	16467698	0.62
chr2	84765520	84767301	0.11
chr15	28898193	28899052	0.07
chr16	83003250	83005202	0.03
chr8	114963459	114965042	0.0
chr8	101759797	101760190	0.0
chr12	46902525	46904464	0.05
chr12	69072579	69074317	0.08
chr21	35184249	35186173	0.07
chr2	219959516	219961506	0.05
chr8	114843499	114845486	0.03
chr7	5491334	5491816	0.03
chr7	22987345	22988922	0.14
chr2	198786698	198788541	0.08
chr11	32121777	32123636	0.13
chr7	45073264	45074570	0.12
chr4	144784461	144786360	0.11
chr16	83399413	83401170	0.13
chr9	107869522	107871371	0.35
chr12	80600372	80601595	0.31
chr14	74426370	74426431	0.57
chr2	33320166	33320652	0.09
chr2	199265842	199267790	0.15
chr7	158414165	158414890	0.86
chr12	58714333	58715615	0.08
chr8	114931400	114933362	0.05
chr14	28074741	28076084	0.72
chr2	64629331	64630162	0.03
chr6	148842722	148844497	0.05
chr6	144420425	144422415	0.4
chr5	34588392	34590173	0.33
chr8	140637942	140637970	0.27
chr21	29155910	29156508	0.16
chr18	1940009	1941986	0.06
chr7	67451403	67451583	0.65
chr4	80660282	80662196	0.23
chr12	77364082	77366073	0.11
chr10	90117858	90118839	0.08
chr6	105960889	105962701	0.11
chr6	54196228	54198212	0.02
chr12	58549117	58551116	0.08
chr2	156976342	156978224	0.02
chr17	77351321	77351794	0.24
chr6	130374435	130376374	0.22
chr4	109906511	109906866	0.07
chr7	143752817	143754776	0.02
chr6	140723962	140725867	0.14
chr21	38336238	38338231	0.03
chr3	187801149	187803066	0.15
chr5	32727026	32728775	0.05
chr12	77352319	77354277	0.03
chr15	41530013	41531010	0.05
chr12	77423930	77425816	0.1
chr8	106423967	106425897	0.14
chr12	132506038	132506391	0.25
chr6	129449498	129450883	0.12
chr2	219849046	219850985	0.18
chr5	127770680	127772403	0.0
chr12	109538169	109538863	0.07
chr5	40198290	40199903	0.12
chr15	61100687	61101620	0.0
chr3	190356948	190358471	0.0
chr12	77390046	77391714	0.0
chr14	99376806	99377580	0.11
chr18	79385037	79385841	0.62
chr17	32486200	32486236	0.6
chr16	48614044	48616002	0.76
chr3	71260833	71262679	0.75
chr3	99868932	99870850	0.73
chr15	67672232	67674010	0.69
chr1	144073842	144075355	0.85
chr3	71337325	71338790	0.72
chr1	156248669	156250656	0.73
chr9	111351888	111352660	0.75
chr10	35441185	35443060	0.73
chr2	39476986	39478776	0.68
chr21	46176912	46177956	0.59
chr5	159303419	159303976	0.76
chr18	12775049	12777044	0.77
chr16	2235772	2236177	0.75
chr1	216763378	216765016	0.81
chr9	6265037	6265370	0.0
chr4	973800	973875	0.01
chr14	105537740	105538322	0.11
chr4	165689625	165690782	0.45
chr7	144217171	144219092	0.23
chr11	63435464	63435536	0.33
chr9	6335304	6335529	0.32
chr7	20698681	20699558	0.11
chr7	16850900	16851120	0.28
chr4	157998115	157998489	0.18
chr18	23958922	23960457	0.95
chr4	22146146	22147812	0.21
chr6	152488710	152490654	0.18
chr5	171584878	171586496	0.39
chr3	155887790	155889543	0.96
chr7	30763149	30764360	0.66
chr6	79568182	79570003	0.77
chr17	82409723	82411702	0.7
chr12	69909936	69910895	0.76
chr15	44357172	44359018	0.82
chr1	122544002	122544088	0.64
chr19	52081297	52083169	0.82
chr17	49585941	49587865	0.73
chr22	47081224	47083176	0.82
chr2	92552269	92552949	0.56
chr17	9437802	9439774	0.77
chr6	37338233	37340107	0.76
chr15	43930780	43932664	0.77
chr2	85584853	85585811	0.83
chr19	6656201	6656223	0.61
chr20	44619623	44621571	0.74
chr19	36449837	36451746	0.7
chrX	49216472	49216491	0.95
chr22	29517084	29518958	0.69
chr9	34766716	34767050	0.67
chr1	53414683	53416508	0.78
chr10	77642710	77643270	0.7
chr14	77409335	77410560	0.7
chr7	2158082	2158362	0.84
chr19	18929098	18930995	0.79
chr11	10457032	10458897	0.72
chr8	29785732	29787474	0.95
chr9	15393353	15395182	0.69
chr3	187945719	187946689	0.1
chr1	247444046	247444120	0.13
chr9	73129359	73131338	0.12
chrX	45521247	45523159	0.05
chr5	40387303	40389129	0.08
chr6	140638740	140640515	0.04
chr7	35254368	35254517	0.07
chr7	143966507	143968154	0.05
chr1	228465354	228465477	0.09
chr4	188100518	188102400	0.42
chr8	106533019	106534950	0.1
chr17	56268242	56270117	0.02
chr3	87212751	87214517	0.09
chr13	55077275	55078964	0.14
chr7	41759079	41761023	0.05
chr4	186534214	186536215	0.29
chr16	83105084	83106354	0.04
chr2	19569988	19570367	0.29
chr12	18476019	18477905	0.14
chr17	75272716	75273252	0.09
chr7	17994249	17996077	0.04
chrX	57223217	57225115	0.31
chr16	34281456	34281647	0.09
chr12	77807181	77808869	0.17
chr2	156966981	156968112	0.14
chr15	100878943	100879108	0.1
chr5	13824290	13825478	0.11
chr2	33345844	33346609	0.32
chr6	141211500	141213106	0.09
chr6	105864060	105866008	0.11
chr12	105601648	105602039	0.09
chr18	2437251	2438821	0.09
chr10	16832562	16833056	0.89
chr12	77529445	77531298	0.0
chr1	215090308	215092169	0.01
chrX	119869995	119870038	0.27
chr6	105695267	105697055	0.16
chr2	220018532	220020134	0.32
chr3	187371785	187373495	0.07
chr6	45941242	45942936	0.11
chr4	128561979	128563657	0.85
chr6	128667972	128669754	0.48
chr13	37569876	37570601	0.04
chr17	81799789	81799837	0.42
chr12	105988751	105990508	0.03
chr6	129722279	129722722	0.53
chr3	41684408	41686105	0.49
chr18	58255086	58255335	0.96
chr9	3936990	3938523	0.14
chr6	152199667	152200736	0.8
chr20	8176484	8176644	0.76
chr6	136460984	136462934	0.84
chr7	143995469	143995734	0.71
chr5	13356271	13357611	0.11
chr20	44429550	44429609	0.81
chr11	31956690	31958044	0.5
chr8	114996733	114998592	0.12
chr16	10129138	10130218	0.1
chr5	34581068	34582926	0.09
chr19	5477794	5478856	0.08
chr9	109847633	109849282	0.13
chr5	134308229	134310083	0.69
chr9	4648188	4649721	0.62
chr20	43813835	43814831	0.74
chr1	203666500	203668177	0.71
chr2	203515312	203517031	0.63
chr18	49243847	49245612	0.58
chr9	83101126	83102897	0.8
chr7	24326512	24328208	0.66
chr6	152317687	152319637	0.49
chr20	25246901	25247024	0.39
chr2	118857092	118857415	0.03
chr2	118499474	118501205	0.06
chr17	60154128	60154434	0.82
chr10	90427161	90428633	0.21
chr1	121398961	121399492	0.75
chr1	186670533	186671143	0.01
chr4	80762839	80764658	0.27
chr3	128468289	128468819	0.07
chr9	124056399	124057506	0.65
chr5	72496172	72498130	0.65
chr10	5364439	5364604	0.14
chr4	88161417	88162156	0.56
chr2	42811898	42811945	0.56
chr7	94379917	94381827	0.76
chr11	128633612	128635598	0.67
chr7	83662501	83664121	0.89
chrX	155462065	155462896	0.74
chr1	59745346	59746970	0.62
chr4	47030935	47031407	0.04
chr13	28716292	28717239	0.37
chr7	83185718	83187403	0.38
chr6	152340298	152341912	0.56
chr21	34830546	34832525	0.18
chr10	5123266	5125062	0.03
chr8	23467378	23468786	0.67
chr13	45466235	45466555	0.78
chr12	41017293	41019220	0.62
chr1	240486614	240486755	0.76
chr13	35315019	35316857	0.64
chr7	112428346	112429748	0.82
chr1	205781993	205782502	0.64
chr2	91568985	91570013	0.8
chr3	187213615	187215209	0.05
chr7	18080158	18081115	0.11
chr4	22188500	22190413	0.15
chr2	56647619	56648926	0.0
chr16	330556	331078	0.31
chr8	92099592	92100626	0.69
chr1	214852479	214854353	0.18
chr4	71466040	71467708	0.03
chr1	169683154	169684970	0.02
chr4	24705253	24707167	0.35
chr16	36515104	36515823	0.19
chr5	141524563	141525700	0.01
chrX	19591293	19592947	0.37
chr3	196512093	196513855	0.76
chr5	108131233	108133153	0.69
chr22	17893722	17895647	0.79
chr10	13285222	13286444	0.81
chr19	7093004	7094583	0.81
chr5	115753658	115753861	0.87
chr3	149018784	149020773	0.66
chrX	154599375	154599865	0.74
chr2	165383495	165384454	0.75
chr4	39115451	39117422	0.76
chr12	1223038	1224902	0.8
chr5	132327075	132329024	0.63
chr4	183513914	183515779	0.77
chr12	26976842	26978670	0.95
chr10	24978248	24980123	0.79
chr10	3411545	3413316	0.79
chr17	72113888	72115722	0.79
chr3	195090172	195092084	0.71
chr12	120642075	120643238	0.82
chr5	132722738	132724632	0.94
chr10	124871739	124872560	0.78
chr3	124961565	124963518	0.79
chr9	134600348	134602103	0.75
chr3	27449142	27451018	0.72
chr17	29836583	29838526	0.95
chr12	115995712	115997687	0.79
chr17	19010578	19012328	0.89
chr6	34646633	34648595	0.78
chr5	176458120	176459503	0.79
chr12	124547074	124549023	0.72
chr1	222837075	222838086	0.75
chr17	60708677	60710678	0.77
chr8	31069762	31071725	0.63
chr10	97461541	97463504	0.73
chr22	31104097	31106077	0.72
chr19	18860955	18862946	0.8
chr1	232526784	232527835	0.72
chr10	101056450	101057394	0.78
chr14	50506007	50507975	0.93
chr13	107554968	107556733	0.8
chr5	154441914	154443854	0.75
chr4	142542996	142544933	0.79
chr6	73333634	73335574	0.71
chr5	38702904	38704661	0.85
chr1	154577508	154578789	0.76
chr1	199676313	199678278	0.8
chr1	156584415	156584820	0.93
chr5	158838121	158839948	0.78
chr14	104085078	104085415	0.76
chr11	92951416	92953278	0.73
chr2	219826788	219828772	0.04
chr14	53971867	53973061	0.04
chr12	2172090	2172203	0.09
chr7	12946731	12948623	0.1
chr4	176475726	176477437	0.38
chr6	100154327	100156154	0.19
chr16	77395250	77396910	0.09
chr7	104080529	104082406	0.79
chr11	27848934	27849952	0.08
chr17	13094544	13096444	0.12
chr4	24877630	24879558	0.21
chr5	13380055	13382007	0.14
chr6	139415015	139417003	0.07
chr12	77957912	77959910	0.02
chr7	151808540	151808779	0.85
chr2	220761237	220763199	0.13
chr8	104755065	104756448	0.08
chr6	105587830	105589417	0.19
chr10	90592173	90593946	0.06
chr1	186206117	186208034	0.34
chr9	108643345	108645289	0.06
chr5	84108529	84110226	0.79
chr6	100210233	100211883	0.04
chr16	10124127	10124274	0.0
chr9	72680002	72681702	0.03
chr8	106144188	106146039	0.09
chr4	176528951	176530409	0.0
chr21	45477956	45477997	0.09
chr8	118437186	118439173	0.12
chr16	54210483	54211077	0.13
chr4	186861873	186863746	0.0
chr4	73488638	73490126	0.11
chr12	77153521	77155437	0.07
chr6	130388511	130390307	0.06
chr5	53314086	53316067	0.08
chr4	187842815	187844663	0.08
chr11	35509219	35510771	0.18
chr6	130844300	130846184	0.15
chr12	106102062	106104000	0.5
chr7	16943003	16943059	0.58
chr17	83068543	83068621	0.64
chr7	130759384	130759580	0.59
chr10	41530918	41531254	0.67
chr1	26178672	26180428	0.78
chr17	31759321	31761001	0.67
chr4	163047994	163049340	0.2
chr1	215051732	215053383	0.23
chr9	109800330	109802278	0.09
chr3	190572545	190574217	0.0
chr12	77085462	77086546	0.07
chrX	13323013	13324691	0.69
chr18	9738090	9740046	0.77
chr13	46298030	46299540	0.68
chr6	141588428	141590414	0.04
chr5	13660321	13662248	0.07
chr12	102324112	102325985	0.11
chr6	73705502	73707368	0.11
chr2	220868671	220870657	0.11
chr6	141292241	141294150	0.11
chr10	89850309	89852104	0.11
chr3	190570280	190572168	0.21
chr17	14729384	14731330	0.12
chr8	106187309	106188803	0.25
chr6	45900893	45902702	0.23
chr12	32093489	32093794	0.21
chr9	107723300	107725174	0.11
chr6	166195798	166197631	0.84
chr6	1490745	1492687	0.27
chr5	43382887	43384694	0.18
chr7	104316908	104317353	0.65
chr2	147383174	147385139	0.2
chr16	82956150	82957330	0.11
chr12	105778782	105780779	0.21
chr4	145391100	145392656	0.0
chr6	141247214	141249034	0.29
chr2	118657806	118659678	0.04
chr11	129652386	129654192	0.06
chrX	103544445	103545958	0.14
chr2	52105588	52107569	0.89
chr2	221063603	221065227	0.03
chr4	96872819	96873058	0.86
chr6	7179870	7181806	0.34
chr2	220383698	220385582	0.03
chr13	54789280	54790988	0.09
chr2	222026274	222028224	0.18
chr1	85135750	85137621	0.09
chr6	129995436	129997416	0.2
chr3	151476266	151477647	0.59
chr8	20273430	20273905	0.76
chr3	169861093	169861359	0.7
chr1	186804701	186806178	0.07
chr9	23455852	23457823	0.14
chr8	74985918	74986142	0.0
chr1	215029345	215030944	0.24
chr13	21097647	21099640	0.32
chr7	143988721	143990103	0.03
chr11	16848283	16850185	0.69
chr2	226811913	226813598	0.57
chr5	57864291	57866245	0.7
chr2	94280319	94280336	0.74
chr5	39847854	39849777	0.03
chr7	147607526	147609518	0.82
chr5	129372952	129374882	0.92
chr9	72486543	72488327	0.03
chr7	103768714	103770331	0.95
chr8	107460487	107461429	0.06
chr4	138157033	138157451	0.07
chr19	40115816	40116755	0.07
chr21	43016517	43017012	0.1
chrX	121202414	121204234	0.03
chr8	106573168	106575097	0.11
chr17	76193466	76194280	0.13
chr5	34798818	34799845	0.23
chr16	83707710	83708581	0.12
chr4	155976309	155977276	0.18
chr3	187521219	187523155	0.07
chr17	56202124	56203900	0.14
chr2	219725408	219727342	0.21
chr7	41796775	41798723	0.06
chr19	13630006	13631307	0.15
chr4	22032749	22033526	0.13
chr2	100893251	100894067	0.17
chr16	83751829	83752299	0.09
chr2	84682257	84684249	0.08
chr15	96398063	96399882	0.04
chr14	29686849	29687065	0.0
chr8	144397088	144397129	0.05
chr12	106072969	106073841	0.52
chr2	225839163	225841074	0.06
chr2	219872447	219874350	0.13
chr4	81035463	81037437	0.14
chr5	112860986	112861038	0.0
chr1	15151275	15152123	0.0
chr6	54356444	54358417	0.0
chr12	62820894	62822713	0.13
chr2	220009136	220011090	0.0
chr15	68184195	68184919	0.06
chr16	629475	630181	0.09
chr5	33638588	33640076	0.2
chr2	1070478	1071074	0.06
chr2	227671847	227673795	0.24
chr2	227743388	227745242	0.27
chr13	21109338	21109604	0.27
chrX	116301054	116302317	0.08
chr20	35875429	35876337	0.87
chr6	148263594	148265594	0.11
chr4	155993961	155994995	0.1
chr12	58061625	58063239	0.09
chr2	230493793	230495652	0.12
chr4	185149446	185149750	0.22
chr1	178335408	178336744	0.22
chr8	61807369	61809308	0.1
chr5	39622080	39623936	0.1
chr6	148433246	148435026	0.26
chr21	35921090	35922686	0.08
chr6	74663482	74665118	0.06
chr1	121493579	121495543	0.06
chr6	138578247	138580179	0.33
chr2	224202807	224204481	0.3
chr19	18205592	18205603	0.55
chr7	21879850	21881182	0.33
chr5	53350867	53352779	0.07
chr2	227685287	227687098	0.11
chr4	176643894	176645823	0.05
chr20	44246120	44246324	0.84
chr9	109838927	109840698	0.06
chr1	64915355	64915518	0.5
chr4	52569815	52571739	0.47
chr5	158753023	158754989	0.55
chr7	92181864	92182412	0.52
chr5	14102567	14103488	0.43
chr19	9323594	9323900	0.02
chr6	19603234	19605039	0.06
chr21	34944229	34946196	0.0
chr8	71871537	71873408	0.11
chrX	155396684	155398369	0.53
chr8	118604692	118606480	0.2
chrX	45910394	45912393	0.14
chr2	230434849	230436651	0.1
chr5	33642777	33644334	0.23
chr16	83791294	83791684	0.05
chr11	102670733	102672363	0.07
chr2	226199312	226200926	0.23
chr12	66189533	66189699	0.29
chr19	50309665	50309713	0.75
chr14	92485988	92487688	0.14
chr1	98451727	98453343	0.03
chr22	35033979	35035862	0.1
chr6	138680805	138682665	0.09
chr22	37334216	37335981	0.06
chr5	83835102	83836864	0.9
chr9	71794832	71795478	0.62
chr4	16878672	16880570	0.35
chr11	8513552	8515528	0.66
chr6	2485824	2486804	0.0
chr21	6465838	6466161	0.55
chr8	118503727	118505706	0.13
chr17	56382353	56383657	0.0
chr12	34704373	34705263	0.45
chr2	220738054	220739719	0.16
chr10	90042049	90044042	0.14
chr6	137894436	137894704	0.03
chr3	157083166	157084544	0.51
chr18	8886104	8887645	0.53
chr8	108167336	108169199	0.13
chr9	104796691	104798690	0.08
chr12	42188790	42190341	0.67
chr9	107429500	107431449	0.3
chr15	96045034	96046818	0.19
chr2	35124991	35126896	0.28
chr6	58113129	58115126	0.05
chr13	101089411	101090406	0.72
chr7	55438812	55440408	0.13
chr21	35117860	35119793	0.03
chr2	221014262	221016049	0.07
chr16	83720046	83720179	0.45
chr3	167476746	167477574	0.07
chr9	107661193	107663153	0.35
chr22	35129375	35131267	0.6
chr9	82254764	82255897	0.4
chr3	118773139	118773907	0.51
chr7	2261020	2261208	0.33
chr7	144248856	144250845	0.15
chr7	63569383	63569416	0.42
chr12	81070491	81072284	0.12
chr2	69299160	69299575	0.05
chr6	129875924	129877861	0.07
chr7	41805727	41807056	0.22
chr4	103415486	103416344	0.02
chr14	33597663	33599640	0.07
chr2	104692160	104694021	0.81
chr5	13668203	13670183	0.13
chr12	58449576	58451470	0.1
chr3	172367502	172368071	0.0
chr15	96109188	96111026	0.05
chr3	183828264	183828482	0.2
chrX	29279160	29281054	0.0
chr21	35135515	35137377	0.04
chr5	164885264	164887223	0.9
chr2	220485015	220486832	0.15
chr2	237691426	237691584	0.0
chr5	33190284	33191794	0.0
chr6	129970469	129971949	0.0
chr2	57358856	57360811	0.0
chr4	109927381	109927451	0.49
chr21	18918421	18920335	0.24
chrX	45263988	45265103	0.16
chr1	2905518	2907435	0.01
chr14	92644999	92645815	0.25
chr22	15830326	15832110	0.37
chr6	9012419	9013815	0.18
chr6	130544650	130546620	0.1
chr5	85782603	85784474	0.73
chr7	103593365	103595364	0.96
chr14	88840033	88841196	0.03
chr1	247447421	247447588	0.09
chr5	159816271	159817984	0.11
chr3	46140454	46141974	0.19
chr2	220205697	220207663	0.14
chr18	2453093	2455023	0.07
chr8	118384967	118386953	0.08
chr20	33864409	33864892	0.02
chr7	17962154	17962708	0.12
chr6	166158435	166160006	0.7
chr11	29170673	29172608	0.2
chr10	90573303	90575211	0.12
chr15	62267740	62269626	0.13
chr4	156499861	156501570	0.01
chr12	69002021	69003895	0.05
chr9	23392623	23394551	0.24
chr12	10194148	10194174	0.89
chr13	54860508	54862502	0.11
chr15	22711395	22712992	0.68
chr21	34635682	34637464	0.04
chr15	83311926	83313452	0.12
chr21	34913537	34915100	0.02
chrX	151875729	151877718	0.06
chr9	22938646	22940344	0.0
chr3	187980467	187982362	0.12
chr12	77446773	77448738	0.11
chr18	62462562	62464513	0.53
chr2	56707893	56709825	0.07
chrX	40522094	40523180	0.16
chr1	31626410	31628377	0.1
chr12	100509499	100510887	0.46
chr6	142089242	142090061	0.19
chr12	18743646	18745354	0.18
chr12	47347917	47349239	0.07
chr12	58853302	58855048	0.14
chr17	68950921	68951939	0.12
chr6	130586710	130588406	0.19
chr17	79115345	79115868	0.5
chr14	104158591	104159277	0.02
chr12	80291217	80293211	0.05
chr6	127088682	127089596	0.49
chr21	43064635	43064839	0.89
chr2	227782341	227784209	0.24
chr17	715460	715794	0.06
chr20	54414010	54415512	0.04
chr11	101878163	101879851	0.17
chr20	48024804	48025417	0.67
chr6	127125257	127126200	0.05
chr5	40963214	40964883	0.9
chr7	133555904	133556934	0.04
chr13	54651982	54653626	0.04
chr21	29264140	29264326	0.04
chr5	13516349	13518149	0.1
chrX	96507686	96509486	0.2
chr11	29066941	29068913	0.07
chr1	185814013	185815688	0.1
chr22	46390589	46390889	0.01
chr5	8769995	8771044	0.0
chr12	79660614	79661570	0.4
chr5	131020103	131021198	0.08
chr12	80090346	80092128	0.43
chr12	26335571	26336087	0.02
chr8	106608276	106609954	0.08
chr2	30985458	30986036	0.12
chrX	96485592	96486786	0.24
chrX	109614270	109614791	0.01
chr2	113168798	113169149	0.45
chr4	156262246	156264226	0.18
chr13	111326092	111326953	0.06
chr11	110127059	110128021	0.79
chr1	243979819	243980063	0.73
chr11	119304876	119306855	0.63
chr5	132402819	132404104	0.75
chr6	73194669	73196638	0.67
chr11	114347246	114349023	0.62
chr4	144504390	144506285	0.0
chr17	47774084	47774366	0.41
chr6	10379090	10379164	0.08
chr1	153774944	153775190	0.13
chr12	54939391	54940375	0.0
chr3	187549426	187551353	0.0
chr6	57997357	57999094	0.03
chrX	105341697	105343068	0.0
chr12	7852292	7853078	0.0
chr5	85758421	85759877	0.74
chr5	159912931	159914152	0.0
chr12	102332291	102333907	0.0
chr2	159158830	159160607	0.61
chr4	176275873	176277536	0.74
chr6	353746	353869	0.38
